InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,Total,NetTotal
500573,SKU_1647,"Desk Lamp",43,"2020-01-29 12:00:00",59.84,20077.0,Australia,0.14,paypall,21.29,Electronics,In-store,"Not Returned","Royal Mail",Berlin,High,2567.1,2545.81
525695,SKU_1900,"Wireless Mouse",2,"2020-01-29 13:00:00",59.17,65562.0,Netherlands,0.13,"Credit Card",18.68,Electronics,Online,Returned,UPS,Rome,Low,118.08,99.4
161476,SKU_1863,"Office Chair",9,"2020-01-29 14:00:00",54.37,10647.0,Belgium,0.31,"Bank Transfer",22.23,Electronics,Online,"Not Returned",DHL,Rome,High,486.54,464.31
695468,SKU_1637,Headphones,44,"2020-01-29 18:00:00",91.01,60406.0,Italy,0.4,"Bank Transfer",12.23,Electronics,In-store,"Not Returned",FedEx,London,High,3986.84,3974.61
798646,SKU_1170,Backpack,10,"2020-01-29 19:00:00",27.57,59334.0,Norway,0.2,"Bank Transfer",10.71,Electronics,Online,"Not Returned","Royal Mail",London,Medium,273.7,262.99
278031,SKU_1276,"USB Cable",27,"2020-01-30 03:00:00",97.3,36478.0,Netherlands,0.41,"Bank Transfer",6.4,Electronics,Online,"Not Returned",DHL,London,High,2616.03,2609.63
820255,SKU_1902,"White Mug",15,"2020-01-30 16:00:00",77.78,43746.0,"United Kingdom",0.4,"Credit Card",28.17,Electronics,Online,"Not Returned",DHL,Paris,Low,1160.7,1132.53
105486,SKU_1890,Backpack,7,"2020-01-30 20:00:00",20.99,29121.0,Netherlands,0.39,"Bank Transfer",5.73,Electronics,In-store,"Not Returned","Royal Mail",Rome,High,144.2,138.47
861315,SKU_1079,"Wireless Mouse",41,"2020-01-31 04:00:00",11.95,49111.0,Spain,0.12,"Credit Card",20.38,Electronics,Online,"Not Returned",UPS,Rome,Medium,485.03,464.65
252617,SKU_1054,"USB Cable",44,"2020-01-31 12:00:00",91.26,84300.0,Italy,0.04,"Bank Transfer",20.59,Electronics,In-store,Returned,UPS,London,High,4013.68,3993.09
897606,SKU_1017,"Office Chair",49,"2020-01-31 14:00:00",23.59,26804.0,Belgium,0.26,"Bank Transfer",14.24,Electronics,In-store,"Not Returned",FedEx,Paris,Low,1143.17,1128.93
450605,SKU_1308,Headphones,32,"2020-01-31 15:00:00",72.07,27338.0,"United States",0.03,"Credit Card",12.54,Electronics,Online,"Not Returned",DHL,London,Low,2305.28,2292.74
989465,SKU_1879,Headphones,1,"2020-01-31 16:00:00",9.04,GUEST,France,0.15,"Bank Transfer",16.12,Electronics,Online,"Not Returned",UPS,Paris,Medium,8.89,-7.23
633636,SKU_1632,"Desk Lamp",22,"2020-01-31 17:00:00",52.54,63142.0,"United Kingdom",0.09,"Bank Transfer",20.84,Electronics,Online,"Not Returned",UPS,Berlin,Low,1153.9,1133.06
174460,SKU_1330,Headphones,49,"2020-01-31 19:00:00",4.65,74062.0,France,0.4,"Credit Card",14.59,Electronics,Online,"Not Returned",FedEx,Berlin,High,208.25,193.66
827627,SKU_1434,"White Mug",39,"2020-02-01 00:00:00",37.37,96337.0,Australia,0.12,paypall,19.88,Electronics,In-store,"Not Returned",DHL,London,High,1452.75,1432.87
537477,SKU_1718,"White Mug",4,"2020-02-01 07:00:00",52.79,95967.0,Norway,0.49,"Bank Transfer",25.96,Electronics,In-store,Returned,DHL,Amsterdam,Low,209.2,183.24
277804,SKU_1183,Headphones,10,"2020-02-01 10:00:00",8.65,38571.0,France,0.01,paypall,26.98,Electronics,In-store,"Not Returned","Royal Mail",London,Medium,86.4,59.42
139081,SKU_1600,"Desk Lamp",31,"2020-02-01 12:00:00",50.23,23907.0,Belgium,0.06,"Credit Card",12.24,Electronics,Online,"Not Returned",UPS,Amsterdam,High,1555.27,1543.03
818216,SKU_1319,"Desk Lamp",25,"2020-02-01 13:00:00",20.27,98467.0,France,0.38,"Bank Transfer",9.01,Electronics,In-store,"Not Returned",UPS,Berlin,Medium,497.25,488.24
455249,SKU_1740,Headphones,9,"2020-02-01 14:00:00",40.41,GUEST,Netherlands,0.25,"Credit Card",9.28,Electronics,Online,"Not Returned",DHL,MAIN,Low,361.44,352.16
314532,SKU_1804,"USB Cable",5,"2020-02-01 18:00:00",93.09,33829.0,Australia,0.41,"Credit Card",16.58,Electronics,In-store,"Not Returned","Royal Mail",Paris,Medium,463.4,446.82
389106,SKU_1790,"White Mug",28,"2020-02-01 22:00:00",59.2,87792.0,Australia,0.02,"Credit Card",11.56,Electronics,Online,"Not Returned",DHL,Berlin,High,1657.04,1645.48
113807,SKU_1951,"USB Cable",33,"2020-02-02 00:00:00",1.77,36704.0,Spain,0.23,"Bank Transfer",5.76,Electronics,In-store,"Not Returned",FedEx,Rome,High,50.82,45.06
257504,SKU_1903,Notebook,20,"2020-02-02 02:00:00",84.84,GUEST,"United States",0.31,"Credit Card",5.4,Electronics,Online,"Not Returned",UPS,London,Low,1690.6,1685.2
617923,SKU_1074,"White Mug",8,"2020-02-02 08:00:00",86.63,GUEST,Australia,0.3,"Credit Card",26.41,Electronics,In-store,"Not Returned",FedEx,MAIN,Low,690.64,664.23
844699,SKU_1733,"Desk Lamp",4,"2020-02-02 10:00:00",8.33,74973.0,Portugal,0.4,"Bank Transfer",21.43,Electronics,Online,"Not Returned","Royal Mail",London,High,31.72,10.29
119870,SKU_1266,"Wireless Mouse",20,"2020-02-02 11:00:00",47.27,61339.0,Spain,0.4,"Bank Transfer",20.8,Electronics,Online,"Not Returned",UPS,Berlin,Medium,937.4,916.6
348683,SKU_1935,"Office Chair",6,"2020-02-02 13:00:00",25.61,13071.0,France,0.06,"Credit Card",21.27,Electronics,Online,"Not Returned",UPS,Berlin,Low,153.3,132.03
842129,SKU_1785,"Wall Clock",21,"2020-02-03 01:00:00",54.27,60916.0,France,0.06,paypall,26.55,Electronics,Online,"Not Returned","Royal Mail",Berlin,High,1138.41,1111.86
748249,SKU_1610,"White Mug",37,"2020-02-03 04:00:00",62.64,52890.0,Germany,0.49,"Credit Card",7.69,Electronics,In-store,"Not Returned",DHL,Rome,High,2299.55,2291.86
130355,SKU_1284,Notebook,46,"2020-02-03 05:00:00",57.69,90071.0,Netherlands,0.39,"Credit Card",9.61,Electronics,In-store,"Not Returned",UPS,Amsterdam,Low,2635.8,2626.19
551015,SKU_1621,T-shirt,36,"2020-02-03 07:00:00",39.38,12555.0,Germany,0.14,"Credit Card",22.23,Electronics,In-store,"Not Returned",UPS,Berlin,Low,1412.64,1390.41
506332,SKU_1714,"Desk Lamp",28,"2020-02-03 08:00:00",52.24,GUEST,Spain,0.23,"Bank Transfer",15.38,Electronics,In-store,"Not Returned","Royal Mail",Paris,Medium,1456.28,1440.9
161629,SKU_1061,"Wall Clock",22,"2020-02-03 16:00:00",5.28,13728.0,Belgium,0.13,"Credit Card",24.36,Electronics,Online,"Not Returned",FedEx,Rome,High,113.3,88.94
228148,SKU_1278,"USB Cable",14,"2020-02-04 10:00:00",68.36,30204.0,"United States",0.22,"Credit Card",7.64,Electronics,Online,"Not Returned",FedEx,Paris,High,953.96,946.32
906991,SKU_1915,Notebook,16,"2020-02-04 11:00:00",4.21,88773.0,Spain,0.04,paypall,11.9,Electronics,In-store,"Not Returned",FedEx,Berlin,Medium,66.72,54.82
586261,SKU_1786,"Office Chair",34,"2020-02-04 12:00:00",72.93,80409.0,Portugal,0.05,"Credit Card",14.19,Electronics,In-store,"Not Returned",UPS,Paris,Low,2477.92,2463.73
383876,SKU_1145,"Blue Pen",17,"2020-02-04 16:00:00",7.36,69869.0,Sweden,0.45,"Credit Card",10.3,Electronics,In-store,"Not Returned",UPS,London,High,117.47,107.17
523570,SKU_1521,Backpack,17,"2020-02-04 19:00:00",98.79,47609.0,Norway,0.34,"Credit Card",17.17,Electronics,Online,"Not Returned",UPS,Paris,High,1673.65,1656.48
924845,SKU_1643,"Office Chair",17,"2020-02-05 01:00:00",97.67,52394.0,"United Kingdom",0.28,"Bank Transfer",27.27,Electronics,In-store,"Not Returned","Royal Mail",Paris,Low,1655.63,1628.36
250159,SKU_1263,"USB Cable",46,"2020-02-05 08:00:00",51.74,GUEST,France,0.46,paypall,15.24,Electronics,In-store,"Not Returned",UPS,MAIN,Medium,2358.88,2343.64
109337,SKU_1678,Headphones,38,"2020-02-05 19:00:00",42.07,75747.0,Norway,0.29,"Credit Card",21.44,Electronics,Online,"Not Returned",DHL,London,Low,1587.64,1566.2
644447,SKU_1358,Headphones,37,"2020-02-06 07:00:00",39.46,36952.0,Netherlands,0.14,paypall,8.43,Electronics,Online,"Not Returned",FedEx,Rome,Low,1454.84,1446.41
965184,SKU_1601,"USB Cable",4,"2020-02-06 12:00:00",68.59,11250.0,Belgium,0.46,"Bank Transfer",10.56,Electronics,In-store,Returned,DHL,Amsterdam,High,272.52,261.96
419187,SKU_1271,T-shirt,25,"2020-02-06 14:00:00",30.94,88701.0,Germany,0.24,"Bank Transfer",13.16,Electronics,In-store,"Not Returned","Royal Mail",Rome,Medium,767.5,754.34
983439,SKU_1294,"White Mug",34,"2020-02-06 16:00:00",78.65,88014.0,Italy,0.09,"Credit Card",13.62,Electronics,In-store,"Not Returned",UPS,Berlin,High,2671.04,2657.42
651820,SKU_1471,"USB Cable",3,"2020-02-06 18:00:00",92.81,57323.0,"United Kingdom",0.33,"Bank Transfer",26.12,Electronics,Online,"Not Returned",DHL,Amsterdam,Medium,277.44,251.32
265421,SKU_1547,T-shirt,19,"2020-02-06 19:00:00",40.71,72445.0,Germany,0.19,"Bank Transfer",24.72,Electronics,In-store,"Not Returned",FedEx,Berlin,Low,769.88,745.16
538661,SKU_1076,"USB Cable",19,"2020-02-06 22:00:00",8.37,12519.0,Sweden,0.19,"Bank Transfer",8.78,Electronics,In-store,Returned,FedEx,Paris,Low,155.42,146.64
944573,SKU_1128,"Wireless Mouse",19,"2020-02-07 06:00:00",93.25,25139.0,Germany,0.24,"Bank Transfer",26.13,Electronics,Online,"Not Returned","Royal Mail",Berlin,Low,1767.19,1741.06
374907,SKU_1923,T-shirt,37,"2020-02-08 09:00:00",58.77,80222.0,"United States",0.16,"Credit Card",11.88,Electronics,Online,"Not Returned","Royal Mail",Paris,High,2168.57,2156.69
984574,SKU_1899,"Blue Pen",31,"2020-02-08 12:00:00",33.51,82384.0,Portugal,0.14,paypall,25.08,Electronics,Online,"Not Returned",UPS,Berlin,High,1034.47,1009.39
765220,SKU_1758,"USB Cable",30,"2020-02-08 13:00:00",58.62,91008.0,"United States",0.03,paypall,6.41,Electronics,In-store,"Not Returned",DHL,Berlin,Medium,1757.7,1751.29
931538,SKU_1538,"Desk Lamp",42,"2020-02-09 04:00:00",31.6,82626.0,Portugal,0.14,"Credit Card",8.86,Electronics,Online,"Not Returned",DHL,London,Medium,1321.32,1312.46
646237,SKU_1629,"White Mug",11,"2020-02-09 07:00:00",79.8,79528.0,France,0.04,"Credit Card",11.81,Electronics,Online,"Not Returned",UPS,London,Medium,877.36,865.55
399888,SKU_1737,"Wireless Mouse",23,"2020-02-09 09:00:00",40.58,74543.0,Spain,0.07,"Credit Card",25.86,Electronics,Online,"Not Returned","Royal Mail",Amsterdam,Medium,931.73,905.87
238311,SKU_1204,"USB Cable",35,"2020-02-09 15:00:00",94.29,47923.0,Sweden,0.03,"Credit Card",13.13,Electronics,Online,"Not Returned",UPS,Amsterdam,High,3299.1,3285.97
900921,SKU_1246,"Wireless Mouse",16,"2020-02-09 16:00:00",78.8,58363.0,Belgium,0.19,"Bank Transfer",21.81,Electronics,In-store,"Not Returned",FedEx,Amsterdam,Medium,1257.76,1235.95
608153,SKU_1990,"Wall Clock",3,"2020-02-09 17:00:00",48.6,44764.0,Italy,0.08,"Bank Transfer",14.11,Electronics,In-store,"Not Returned",FedEx,Paris,Low,145.56,131.45
639542,SKU_1595,"Blue Pen",49,"2020-02-10 10:00:00",62.56,11571.0,France,0.44,paypall,29.99,Electronics,Online,"Not Returned","Royal Mail",Berlin,Low,3043.88,3013.89
926196,SKU_1533,Backpack,44,"2020-02-10 13:00:00",47.43,64260.0,"United States",0.48,paypall,18.41,Electronics,In-store,"Not Returned",FedEx,Paris,Medium,2065.8,2047.39
421638,SKU_1877,"Office Chair",26,"2020-02-10 17:00:00",11.48,25780.0,France,0.04,paypall,13.9,Electronics,In-store,"Not Returned","Royal Mail",Rome,Low,297.44,283.54
863185,SKU_1457,"Blue Pen",41,"2020-02-10 22:00:00",93.94,71785.0,"United Kingdom",0.08,paypall,18.49,Electronics,In-store,"Not Returned","Royal Mail",Paris,Medium,3848.26,3829.77
417537,SKU_1109,Headphones,27,"2020-02-10 23:00:00",12.61,59072.0,Germany,0.18,paypall,21.91,Electronics,Online,Returned,DHL,Amsterdam,Medium,335.61,313.7
404462,SKU_1304,Backpack,18,"2020-02-11 10:00:00",57.89,53444.0,Spain,0.18,"Credit Card",9.79,Electronics,In-store,"Not Returned",FedEx,Rome,Low,1038.78,1028.99
353490,SKU_1743,Backpack,14,"2020-02-11 15:00:00",65.72,78810.0,Germany,0.46,"Bank Transfer",17.99,Electronics,In-store,"Not Returned",UPS,Amsterdam,High,913.64,895.65
417267,SKU_1749,Backpack,37,"2020-02-12 02:00:00",87.77,44142.0,Germany,0.44,paypall,24.29,Electronics,In-store,"Not Returned",DHL,Rome,High,3231.21,3206.92
694124,SKU_1796,"Office Chair",37,"2020-02-12 09:00:00",76.15,92518.0,"United Kingdom",0.22,"Credit Card",27.21,Electronics,In-store,"Not Returned",FedEx,Rome,Low,2809.41,2782.2
728861,SKU_1510,"Wall Clock",48,"2020-02-12 10:00:00",31.87,96846.0,Netherlands,0.48,paypall,9.95,Electronics,In-store,"Not Returned","Royal Mail",Paris,High,1506.72,1496.77
779574,SKU_1757,"White Mug",48,"2020-02-12 17:00:00",59.47,78829.0,"United Kingdom",0.17,paypall,26.68,Electronics,Online,"Not Returned",UPS,Amsterdam,Low,2846.4,2819.72
761450,SKU_1894,"Office Chair",15,"2020-02-12 21:00:00",74.6,99955.0,Germany,0.25,"Credit Card",19.19,Electronics,Online,"Not Returned",UPS,Rome,Low,1115.25,1096.06
994647,SKU_1883,"Desk Lamp",11,"2020-02-13 02:00:00",17.17,71529.0,"United States",0.01,"Credit Card",18.19,Electronics,In-store,"Not Returned",FedEx,Paris,High,188.76,170.57
136668,SKU_1992,"Office Chair",4,"2020-02-13 17:00:00",70,40558.0,Netherlands,0.09,paypall,26.57,Electronics,Online,"Not Returned",DHL,London,Medium,279.64,253.07
441396,SKU_1121,"Wireless Mouse",4,"2020-02-13 19:00:00",54.24,54533.0,Norway,0.12,"Bank Transfer",14.63,Electronics,Online,"Not Returned",UPS,Paris,High,216.48,201.85
664037,SKU_1325,Notebook,5,"2020-02-13 20:00:00",79.17,41636.0,Spain,0.42,paypall,10.15,Electronics,In-store,"Not Returned","Royal Mail",Rome,Medium,393.75,383.6
230560,SKU_1930,"USB Cable",35,"2020-02-13 21:00:00",57.87,30242.0,Norway,0.17,"Bank Transfer",21.64,Electronics,Online,"Not Returned",UPS,London,Low,2019.5,1997.86
466824,SKU_1527,T-shirt,26,"2020-02-13 22:00:00",26.18,82091.0,Spain,0.42,paypall,15.04,Electronics,Online,"Not Returned",DHL,Amsterdam,Medium,669.76,654.72
998860,SKU_1251,Notebook,38,"2020-02-14 05:00:00",56.01,32993.0,Portugal,0.4,"Credit Card",26.99,Electronics,In-store,"Not Returned",FedEx,Paris,Low,2113.18,2086.19
936860,SKU_1730,"Wall Clock",38,"2020-02-14 22:00:00",75.32,21854.0,Germany,0.26,"Bank Transfer",12.1,Electronics,In-store,"Not Returned","Royal Mail",Rome,Medium,2852.28,2840.18
843091,SKU_1110,"Desk Lamp",41,"2020-02-14 23:00:00",84.85,28499.0,"United Kingdom",0.41,paypall,28.61,Electronics,Online,"Not Returned",UPS,Paris,Low,3462.04,3433.43
575774,SKU_1786,"Blue Pen",32,"2020-02-15 01:00:00",82.83,79205.0,France,0.38,"Credit Card",22.84,Electronics,Online,"Not Returned",UPS,Paris,Low,2638.4,2615.56
167661,SKU_1033,"Office Chair",20,"2020-02-15 07:00:00",18.66,43252.0,France,0.27,"Bank Transfer",25.07,Electronics,In-store,"Not Returned","Royal Mail",Amsterdam,High,367.8,342.73
358930,SKU_1559,Notebook,42,"2020-02-15 14:00:00",58.29,71224.0,"United States",0.19,paypall,18.43,Electronics,Online,"Not Returned","Royal Mail",Berlin,Medium,2440.2,2421.77
953499,SKU_1915,"White Mug",47,"2020-02-15 21:00:00",44.71,18684.0,Italy,0.2,"Credit Card",11.84,Electronics,In-store,"Not Returned",DHL,Berlin,Medium,2091.97,2080.13
550009,SKU_1821,Headphones,28,"2020-02-16 15:00:00",53.16,96544.0,Spain,0.5,paypall,9.75,Electronics,Online,"Not Returned",UPS,Berlin,Medium,1474.48,1464.73
486193,SKU_1484,"USB Cable",34,"2020-02-17 04:00:00",58.65,83696.0,Netherlands,0.12,paypall,11.92,Electronics,Online,"Not Returned","Royal Mail",Paris,High,1990.02,1978.1
123275,SKU_1070,"USB Cable",30,"2020-02-17 12:00:00",61.08,61505.0,Australia,0.21,"Credit Card",29.61,Electronics,In-store,"Not Returned",FedEx,Rome,High,1826.1,1796.49
696562,SKU_1701,Notebook,45,"2020-02-17 13:00:00",73.09,29882.0,Italy,0.49,paypall,8.98,Electronics,In-store,"Not Returned","Royal Mail",Paris,Low,3267,3258.02
294053,SKU_1138,Headphones,36,"2020-02-17 17:00:00",33.63,80842.0,Germany,0.32,"Credit Card",14.34,Electronics,Online,"Not Returned",UPS,Paris,High,1199.16,1184.82
699991,SKU_1467,Notebook,49,"2020-02-17 20:00:00",96.26,96986.0,Portugal,0.2,"Credit Card",18.24,Electronics,Online,"Not Returned",DHL,Paris,Low,4706.94,4688.7
521240,SKU_1956,"Wireless Mouse",15,"2020-02-18 01:00:00",7.75,21576.0,Italy,0.34,"Credit Card",11.03,Electronics,In-store,"Not Returned",FedEx,London,High,111.15,100.12
564374,SKU_1600,"Wireless Mouse",4,"2020-02-18 05:00:00",89.23,GUEST,Portugal,0.05,"Bank Transfer",27.83,Electronics,Online,"Not Returned",DHL,Rome,High,356.72,328.89
258211,SKU_1325,Backpack,26,"2020-02-18 07:00:00",43.41,86503.0,Portugal,0.13,"Bank Transfer",11.79,Electronics,In-store,"Not Returned","Royal Mail",Rome,High,1125.28,1113.49
287210,SKU_1355,"White Mug",15,"2020-02-18 08:00:00",9.87,58321.0,Australia,0.08,paypall,9.4,Electronics,Online,"Not Returned",DHL,London,High,146.85,137.45
518034,SKU_1149,"Wall Clock",2,"2020-02-18 16:00:00",96.67,49245.0,"United States",0.1,"Bank Transfer",27.16,Electronics,Online,"Not Returned","Royal Mail",Berlin,Medium,193.14,165.98
939873,SKU_1786,"Blue Pen",23,"2020-02-19 09:00:00",29.72,74223.0,Norway,0.33,"Credit Card",19.52,Electronics,Online,"Not Returned",DHL,Berlin,Low,675.97,656.45
344761,SKU_1146,"Wall Clock",21,"2020-02-19 13:00:00",30.16,36553.0,Belgium,0.35,"Bank Transfer",22.68,Electronics,Online,"Not Returned","Royal Mail",Paris,Low,626.01,603.33
974668,SKU_1697,Notebook,11,"2020-02-19 15:00:00",76.14,62553.0,Italy,0.38,"Bank Transfer",29.78,Electronics,Online,Returned,UPS,London,Low,833.36,803.58
237541,SKU_1618,T-shirt,12,"2020-02-19 17:00:00",67.22,74559.0,Belgium,0.17,"Credit Card",24.04,Electronics,In-store,"Not Returned",UPS,Rome,High,804.6,780.56
164323,SKU_1517,"Desk Lamp",33,"2020-02-19 19:00:00",93.79,88643.0,Germany,0.32,"Bank Transfer",12.63,Electronics,In-store,"Not Returned",DHL,Paris,Medium,3084.51,3071.88
716210,SKU_1050,"Wall Clock",13,"2020-02-19 20:00:00",26.31,38820.0,Italy,0.19,paypall,10.36,Electronics,In-store,"Not Returned",UPS,London,Low,339.56,329.2
289139,SKU_1397,"Desk Lamp",2,"2020-02-19 21:00:00",58.09,35618.0,Germany,0.17,"Credit Card",13.76,Electronics,In-store,"Not Returned","Royal Mail",Rome,Low,115.84,102.08
800947,SKU_1647,T-shirt,44,"2020-02-19 23:00:00",59.95,68977.0,Sweden,0.3,"Credit Card",7.15,Electronics,Online,"Not Returned",UPS,Berlin,High,2624.6,2617.45
335659,SKU_1513,Notebook,16,"2020-02-20 00:00:00",22.61,41439.0,Portugal,0.11,paypall,20.75,Electronics,In-store,"Not Returned",UPS,Rome,High,360,339.25
954016,SKU_1529,"Wall Clock",32,"2020-02-20 02:00:00",21.79,48764.0,Belgium,0.07,paypall,12.82,Electronics,In-store,"Not Returned","Royal Mail",Amsterdam,Medium,695.04,682.22
101917,SKU_1859,"White Mug",4,"2020-02-20 08:00:00",5.45,51654.0,Sweden,0.37,"Credit Card",23.61,Electronics,In-store,"Not Returned",UPS,Paris,Low,20.32,-3.29
609930,SKU_1721,"Desk Lamp",14,"2020-02-20 13:00:00",71.34,97378.0,Belgium,0.37,"Credit Card",28.35,Electronics,Online,"Not Returned",FedEx,Paris,Medium,993.58,965.23
485925,SKU_1475,"USB Cable",26,"2020-02-20 16:00:00",69.17,64732.0,Norway,0.22,paypall,6.11,Electronics,In-store,"Not Returned",FedEx,London,High,1792.7,1786.59
105287,SKU_1548,"White Mug",23,"2020-02-21 01:00:00",69.8,86142.0,Netherlands,0.2,paypall,19.76,Electronics,Online,"Not Returned","Royal Mail",Rome,Low,1600.8,1581.04
357665,SKU_1172,"White Mug",32,"2020-02-21 02:00:00",21.02,GUEST,France,0.26,paypall,27.47,Electronics,Online,"Not Returned","Royal Mail",MAIN,High,664.32,636.85
208872,SKU_1205,"USB Cable",11,"2020-02-21 06:00:00",11.07,62285.0,Germany,0.01,paypall,27.29,Electronics,Online,"Not Returned",UPS,Berlin,Medium,121.66,94.37
142078,SKU_1341,Backpack,45,"2020-02-21 12:00:00",4.78,43552.0,Norway,0.19,"Bank Transfer",20.8,Electronics,In-store,"Not Returned","Royal Mail",Paris,High,206.55,185.75
327645,SKU_1289,Notebook,49,"2020-02-21 15:00:00",19.93,15701.0,Portugal,0.17,paypall,17.99,Electronics,Online,"Not Returned",DHL,London,Medium,968.24,950.25
227309,SKU_1207,"Office Chair",39,"2020-02-21 19:00:00",37.78,21750.0,Portugal,0.38,"Bank Transfer",13.81,Electronics,Online,"Not Returned",FedEx,London,Medium,1458.6,1444.79
429588,SKU_1742,Notebook,12,"2020-02-21 20:00:00",88.11,54021.0,Portugal,0.15,paypall,22.69,Electronics,Online,"Not Returned",UPS,London,Medium,1055.52,1032.83
435842,SKU_1260,T-shirt,15,"2020-02-22 02:00:00",70.99,87104.0,France,0.48,"Credit Card",16.7,Electronics,Online,"Not Returned",FedEx,Berlin,Medium,1057.65,1040.95
187388,SKU_1246,"Wall Clock",15,"2020-02-22 09:00:00",5.13,14390.0,Germany,0.41,"Bank Transfer",6.91,Electronics,In-store,"Not Returned",UPS,Paris,High,70.8,63.89
632295,SKU_1641,Notebook,40,"2020-02-22 10:00:00",70.38,38627.0,France,0.01,"Bank Transfer",12.52,Electronics,In-store,"Not Returned","Royal Mail",Paris,High,2814.8,2802.28
879554,SKU_1553,"Desk Lamp",29,"2020-02-22 15:00:00",91.06,22173.0,Portugal,0.18,paypall,25.38,Electronics,In-store,"Not Returned",FedEx,Paris,Medium,2635.52,2610.14
512498,SKU_1180,Notebook,48,"2020-02-22 19:00:00",66.64,89157.0,Belgium,0.05,"Credit Card",21.44,Electronics,Online,"Not Returned",FedEx,Amsterdam,Medium,3196.32,3174.88
114060,SKU_1987,"USB Cable",29,"2020-02-23 01:00:00",14.93,35287.0,Italy,0.33,"Bank Transfer",14.55,Electronics,In-store,"Not Returned",UPS,London,Low,423.4,408.85
290279,SKU_1654,"Wireless Mouse",25,"2020-02-23 06:00:00",92.71,GUEST,Spain,0.08,paypall,18.24,Electronics,In-store,"Not Returned",UPS,Amsterdam,High,2315.75,2297.51
830406,SKU_1350,Backpack,25,"2020-02-23 07:00:00",59.16,39178.0,Portugal,0.47,"Bank Transfer",21.79,Electronics,Online,"Not Returned",DHL,Paris,Medium,1467.25,1445.46
565317,SKU_1541,Notebook,19,"2020-02-23 12:00:00",16.85,25615.0,Germany,0.34,"Credit Card",10.81,Electronics,Online,"Not Returned",FedEx,Paris,Medium,313.69,302.88
502400,SKU_1089,T-shirt,26,"2020-02-23 16:00:00",1.15,40374.0,Netherlands,0.28,paypall,18.95,Electronics,Online,"Not Returned",UPS,Berlin,Medium,22.62,3.67
538774,SKU_1412,"White Mug",11,"2020-02-23 21:00:00",55.3,85607.0,Italy,0.03,"Credit Card",6.06,Electronics,Online,"Not Returned",DHL,Berlin,High,607.97,601.91
953938,SKU_1879,Notebook,14,"2020-02-24 02:00:00",19.46,75738.0,Germany,0.2,paypall,25.3,Electronics,In-store,"Not Returned",DHL,Rome,High,269.64,244.34
196646,SKU_1621,"Wireless Mouse",29,"2020-02-24 06:00:00",82.04,89735.0,Portugal,0.05,"Credit Card",22.79,Electronics,Online,"Not Returned",UPS,Rome,Low,2377.71,2354.92
580703,SKU_1736,"White Mug",22,"2020-02-24 10:00:00",44.53,68991.0,Spain,0.25,"Bank Transfer",24.72,Electronics,In-store,"Not Returned","Royal Mail",Berlin,Medium,974.16,949.44
125053,SKU_1621,"Wireless Mouse",23,"2020-02-24 15:00:00",42.51,10298.0,Norway,0.07,"Credit Card",24.13,Electronics,In-store,"Not Returned",FedEx,London,Low,976.12,951.99
756282,SKU_1167,"USB Cable",45,"2020-02-24 17:00:00",41.71,53979.0,Australia,0.12,"Bank Transfer",19.83,Electronics,Online,Returned,FedEx,London,Low,1871.55,1851.72
372933,SKU_1023,"Wireless Mouse",35,"2020-02-24 20:00:00",37.66,45190.0,Italy,0.42,"Credit Card",12.38,Electronics,Online,"Not Returned",FedEx,Paris,Medium,1303.4,1291.02
950916,SKU_1934,"Wall Clock",2,"2020-02-25 00:00:00",84.62,61743.0,Spain,0.1,"Bank Transfer",5.66,Electronics,In-store,"Not Returned",FedEx,Rome,Medium,169.04,163.38
132154,SKU_1357,"Wireless Mouse",20,"2020-02-25 01:00:00",73.5,30274.0,Germany,0.3,"Bank Transfer",27.14,Electronics,Online,"Not Returned",FedEx,Rome,Medium,1464,1436.86
465821,SKU_1722,"Wall Clock",14,"2020-02-25 04:00:00",56.61,61053.0,Belgium,0.13,"Bank Transfer",20.32,Electronics,Online,"Not Returned",DHL,London,High,790.72,770.4
954211,SKU_1170,"Wall Clock",28,"2020-02-25 05:00:00",14.26,99105.0,Spain,0.49,"Credit Card",27.52,Electronics,In-store,Returned,DHL,Berlin,High,385.56,358.04
945633,SKU_1221,Backpack,44,"2020-02-25 07:00:00",66.28,18165.0,Australia,0.17,paypall,19.91,Electronics,In-store,"Not Returned","Royal Mail",Paris,Medium,2908.84,2888.93
950867,SKU_1810,"Wall Clock",2,"2020-02-25 18:00:00",17.26,33364.0,Netherlands,0.16,"Credit Card",24.52,Electronics,Online,"Not Returned","Royal Mail",Rome,High,34.2,9.68
402775,SKU_1826,"White Mug",11,"2020-02-25 19:00:00",3.8,82936.0,France,0.43,paypall,26.91,Electronics,Online,"Not Returned",FedEx,Amsterdam,Low,37.07,10.16
382247,SKU_1509,Backpack,12,"2020-02-25 22:00:00",28.65,65630.0,France,0.38,paypall,7.33,Electronics,Online,"Not Returned",DHL,Berlin,Medium,339.24,331.91
592313,SKU_1553,"White Mug",24,"2020-02-26 10:00:00",69.77,21078.0,Australia,0.12,paypall,8.76,Electronics,In-store,"Not Returned","Royal Mail",London,High,1671.6,1662.84
